A. manshuriensis Kom.	158555
A. marginale	770
A. marginale subsp. centrale	769
A. marina	1080
A. marina	155978
A. marina	6344
A. marina	82927
A. marinopraesens	228
A. marinus	28258
A. maritima	1028380
A. marmelos	68527
A. marsupialis	59523
A. matruchoti	43768
A. mauritanicus mauritanicus	6860
A. maxima	129910
A. maximowiczianum	171213
A. maximowiczianum Miq.	171213
A. means	8312
A. mearnsii	139012
A. mearnsii De Wild.	139012
A. medirostris	7908
A. mediterranea	35845
A. mediterranei	33910
A. melampus	9897
A. melanimon	767022
A. melanocarpa	661339
A. melanoleuca	9646
A. melanostoma	47308
A. melanostomus	47308
A. melas	219545
A. melas	34690
A. melegueta	637930
A. mellea	47429
A. mellifera	7460
A. mellifera carnica	88217
A. mellifera cerana	7461
A. mellifera dorsata	7462
A. mellifera florea	7463
A. mellifera ligustica	7469
A. mellifera scutellata	212527
A. mellifica	7460
A. membranaceus	649199
A. membranaceus var. mongholicus	119829
A. menidia	238744
A. merus	30066
A. mesenterica	160862
A. mesenteroides	1245
A. messeae	41430
A. metapneumovirus	38525
A. methanolica	1814
A. methanolica	437
A. methanolicus	437
A. mexicana	54796
A. mexicanum	8296
A. mexicanus	7994
A. meyer	52773
A. meyeri	52773
A. michiganense	28447
A. microflavus	1919
A. micropterum	7007
A. millefolium	13329
A. millepora	45264
A. miniata	46514
A. minimus	112268
A. minimus sensu stricto	112268
A. mink disease parvovirus	28314
A. mink disease virus	28314
A. minor	65739
A. minutissimum	61596
A. minutum	39455
A. miscellum	354
A. mississippiensis	8496
A. missouriensis	1866
A. missouriensis Couch 1963	1866
A. mobile	438
A. modicum	2150
A. monachus	8959
A. mongholicus	119829
A. mongolicus	126911
A. mono	47963
A. mono Maxim.	47963
A. monoica	45679
A. monosperma	72348
A. monroviae	927808
A. montana	436207
A. montana L.	436207
A. montensis	106112
A. moorei entomopoxvirus	28321
A. moorei entomopoxvirus 'L'	28321
A. moorei entomopoxvirus AmEPV	28321
A. moorei poxvirus	28321
A. mosaic geminivirus	10815
A. mosaic virus	10815
A. mosaic virus	12271
A. mosaic virus	12319
A. mosaic virus	12321
A. moucheti	186751
A. mouse leukemia virus Ab-MLV	11788
A. mucida	139077
A. mucidus	139077
A. mume	102107
A. murale	226037
A. murale Waldst. & Kit.	226037
A. muricata	13337
A. muricata L.	13337
A. muricatus	116113
A. murine leukemia virus	11788
A. muris	34105
A. muris ratti	34105
A. muscaria	41956
A. muscosa	160500
A. mycobacterium	36531
A. mycoides	2102
A. mycoides subsp. capri	40477
A. myeloblastosis associated virus	11960
A. myeloblastosis virus	11866
A. myeloblastosis virus AMV	11866
A. myeloblastosis-associated virus	11960
A. myelocytomatosis retrovirus	11867
A. myelocytomatosis virus	11867
A. myelocytomatosis virus 29	11868
A. myelocytomatosis virus MC29	11868
A. myelocytomatosis viruses	11867
A. mylitta	34739
A. myosuroides	81473
A. myosuroides Huds.	81473
A. mysorensis	30069
A. mystacinus	100382
A. naccarii	42330
A. naeslundii	1655
A. naeslundii genospecies 2	544580
A. namaquensis	472707
A. nancymaae	37293
A. nancymai	37293
A. nanus	290746
A. napellus	112591
A. napi	78633
A. narinari	87140
A. navicula	1492
A. nebulosus	27778
A. necrophorus	859
A. negundo	4023
A. nematophilus	628
A. nepalensis	109066
A. nepalensis D.Don	109066
A. nerii	100479
A. neuii	33007
A. neumanni	251388
A. neurolyticus	2120
A. niavius	228347
A. nicotianae	37929
A. nicotianae Giovannozzi-Sermanni 1959	37929
A. nicotinovorans	29320
A. nidulans	162425
A. nidulellus	162425
A. niger	5061
A. niger Tiegh.	5061
A. niger var. awamori	105351
A. niger var. awamorii	105351
A. nigerrima	30590
A. nigrofasciata	74111
A. nigrofasciatum	74111
A. nigrofasciatus	74111
A. nikoense	171213
A. nili	185578
A. nilotica	138033
A. niloticus	61156
A. nisus	211598
A. nitens	60253
A. nitida	41378
A. nitida Jacq.	41378
A. niveus	41281
A. nobilis	7965
A. nobilis	99037
A. noctua	126797
A. nodosetosus	130043
A. nodosum	52969
A. nomius	41061
A. notoscriptus	508665
A. nummularia	3553
A. nummularia Lindl.	3553
A. nuneztovari	30067
A. obliqua	95512
A. obstetricans	8443
A. obtectus	200917
A. obtusum	119676
A. occidentale	171929
A. ocellatum	79898
A. ocellatus	50733
A. ochracea	7612
A. ochraceus	40380
A. oculi	35623
A. oculusi	35623
A. odontolyticus	1660
A. odontolyticus Batty 1958	1660
A. odorans	32001
A. odoratum	29661
A. odoratum L.	29661
A. of Didymella rabiei	547106
A. of Filobasidiella bacillispora	552467
A. of Microascus brevicaulis	40375
A. of Thielavia heterothallica	573728
A. officinalis	145745
A. officinalis	4686
A. officinalis L.	145745
A. officinalis L.	4686
A. officinarum	199623
A. officinarum Hance	199623
A. oligospora	13349
A. olivaceoviridis	1921
A. olivaceus	47716
A. opacum	43115
A. opercularis	100776
A. orientale	262913
A. orientalis	31958
A. oris	544580
A. ornata	129555
A. orthoreovirus	38170
A. oryzae	146939
A. oryzae	5062
A. ostenfeldi	40986
A. ostenfeldii	40986
A. oswaldoi	43181
A. otae	63405
A. otitidis	1652
A. otitis	1652
A. otus	111810
A. ovale	208206
A. ovalisporum	75695
A. ovatus	212130
A. ovis	142058
A. ovis Lestoquard 1924	142058
A. oxaliferum	44938
A. oxamicetus	1833
A. oxamicetus subsp. propiophenicolus	1833
A. oxidans	1671
A. oxydans	1671
A. oxydans	442
A. oxydans Sguros 1954	1671
A. oxyphylla	125261
A. oxyphylla Miq.	125261
A. oxyrinchus	36177
A. oxyrynchus	36177
A. paca	108852
A. palestinensis	28015
A. palliata	30589
A. pallida	12923
A. pallida	7604
A. pallidus	33936
A. pallidus	9440
A. pallipes	94943
A. palmata	6131
A. pandora	405018
A. paniculata	175694
A. paniscus	9510
A. paniscus chamek	118643
A. pantherina	67721
A. parabifidus	1681
A. paradoxus	34073
