cellosaurus:CVCL_5652
cellosaurus:CVCL_E012
cellosaurus:CVCL_E031
go:GO:0005694
go:GO:0005737
go:GO:0005829
go:GO:0005886
go:GO:0009986
go:GO:0016020
go:GO:0031982
go:GO:0044215
go:GO:0098687
manual:Drosophila
manual:mammalian
taxonomy:10090
taxonomy:103820
taxonomy:4932
taxonomy:6239
taxonomy:9606
tissuelist:TS-0283
tissuelist:TS-0309
tissuelist:TS-0473
tissuelist:TS-0842
tissuelist:TS-0904
tissuelist:TS-1039
tissuelist:TS-1122
uaz:CL:0000165
uaz:CL:0000255
uaz:CL:0011115
uberon:UBERON:0000069
uberon:UBERON:0000468
uberon:UBERON:0000479
uberon:UBERON:0004529
uberon:UBERON:0018656
uberon:UBERON:2000106
uberon:UBERON:2001840
uniprot:SL-0039
