cellosaurus:CVCL_0022
cellosaurus:CVCL_0291
cellosaurus:CVCL_0374
cellosaurus:CVCL_9502
go:GO:0000922
go:GO:0005813
go:GO:0072686
go:GO:0097431
manual:mitochondria
manual:murine
manual:patients
taxonomy:10090
taxonomy:9606
tissuelist:TS-0094
tissuelist:TS-0158
tissuelist:TS-0161
tissuelist:TS-0417
tissuelist:TS-0591
tissuelist:TS-0595
tissuelist:TS-0739
uaz:CL:2000042
uaz:CVCL_9115
uniprot:SL-0149
