cellosaurus:CVCL_0062
cellosaurus:CVCL_0417
cellosaurus:CVCL_0579
cellosaurus:CVCL_0598
manual:EBPbeta1
manual:EBPbeta1-cells
manual:EBPbeta2-cells
manual:MCF10A-C
manual:MCF10A-Ras
manual:MCF10A-Ras-C
manual:MDA231-C
manual:MDA435-C
manual:NIH-3T3
manual:WI-38-Ras-cells
manual:rat
taxonomy:10090
taxonomy:31931
taxonomy:9606
tissuelist:TS-0362
tissuelist:TS-0591
tissuelist:TS-0593
tissuelist:TS-0595
tissuelist:TS-0923
tissuelist:TS-0934
uaz:CL:0000235
uaz:CL:0000763
uaz:CL:0002327
uaz:CL:2000042
uaz:CVCL_0598
uaz:CVCL_1870
uaz:CVCL_9115
uaz:UA-CLine-100087
uaz:UA-CLine-888
uberon:UBERON:0000104
uberon:UBERON:0000483
