cellosaurus:CVCL_0021
cellosaurus:CVCL_0022
cellosaurus:CVCL_2219
go:GO:0005634
go:GO:0005694
go:GO:0005829
go:GO:0005925
go:GO:0015629
go:GO:0016020
go:GO:0030424
go:GO:0030426
go:GO:0098687
manual:HNSCC-cells
manual:HNSCC-tumor
manual:colorectal-cancers
manual:cytoplasmic
manual:gastric-cancers
manual:meniginomas
manual:meningiomas
manual:neurite
manual:pancreatic-ductal-adenocarcinoma
taxonomy:10090
taxonomy:9606
tissuelist:TS-0061
tissuelist:TS-0095
tissuelist:TS-0150
tissuelist:TS-0161
tissuelist:TS-0180
tissuelist:TS-0278
tissuelist:TS-0400
tissuelist:TS-0416
tissuelist:TS-0417
tissuelist:TS-0564
tissuelist:TS-0568
tissuelist:TS-0569
tissuelist:TS-0571
tissuelist:TS-0572
tissuelist:TS-0579
tissuelist:TS-0591
tissuelist:TS-0592
tissuelist:TS-0595
tissuelist:TS-0614
tissuelist:TS-0739
tissuelist:TS-0803
tissuelist:TS-0828
tissuelist:TS-0859
tissuelist:TS-0895
tissuelist:TS-1006
tissuelist:TS-1153
tissuelist:TS-1224
tissuelist:TS-1249
tissuelist:TS-1313
uaz:CL:0000127
uaz:CL:0000540
uaz:CL:0000646
uaz:CL:0002608
uaz:CL:0002609
uaz:UA-CLine-5317
uberon:UBERON:0000353
uberon:UBERON:0000479
uberon:UBERON:0001869
uberon:UBERON:0002020
uberon:UBERON:0002316
uberon:UBERON:0003891
uberon:UBERON:0007023
uniprot:SL-0039
